U_LED,I,err_u,err_I,Power,Resistance,err_Resistance,err_power,Voltage_ch0,error voltagech0
3.249,0.0014893617021276594,0.5645006643043035,0.001270671834550987,0.004838936170212766,2181.471428571429,1899.3574763803815,0.004213151486764991,0.9599999999999999,0.5645006643043035
3.816,0.003829787234042553,0.5426011426453136,0.0025134815810878507,0.014614468085106382,996.4,669.1071387100143,0.009813975235040498,0.9899999999999999,0.5426011426453136
3.236999999999999,0.002553191489361702,0.5185450800075148,0.0013381533520647664,0.008264680851063827,1267.8249999999998,694.8249980580083,0.004529416012691408,1.02,0.5185450800075148
3.5909999999999997,0.002553191489361702,0.5490728549108942,0.0012607367967823531,0.00916851063829787,1406.475,727.0351205003595,0.00473938693309424,1.05,0.5490728549108942
3.195,0.0014893617021276594,0.5508947267854358,0.001270671834550987,0.004758510638297872,2145.214285714286,1867.2253678615427,0.004141876098923294,1.08,0.5508947267854358
3.663,0.001702127659574468,0.6380039184832644,0.0013000214737463375,0.006234893617021276,2152.0125,1685.824493582906,0.00488423574419674,1.11,0.6380039184832644
3.0389999999999997,0.004042553191489362,0.5389443384988842,0.002949024522878268,0.012285319148936168,751.7526315789473,564.3725798328458,0.009223110064266966,1.1399999999999997,0.5389443384988842
3.423,0.0019148936170212765,0.6343571549214213,0.0011632070543870017,0.00655468085106383,1787.5666666666668,1135.2707220521136,0.004162830624093309,1.17,0.6343571549214213
3.729,0.0006382978723404255,0.5284515114937226,0.0003250053684365844,0.002380212765957447,5842.1,3087.714924833094,0.0012580097022860048,1.2000000000000002,0.5284515114937226
3.219,0.006382978723404255,0.5785853437480074,0.0034307479779993825,0.020546808510638295,504.31,285.8132651380773,0.011644723341976894,1.23,0.5785853437480074
3.5969999999999995,0.0034042553191489366,0.6365759970341326,0.0018275317342872515,0.012245106382978724,1056.6187499999996,597.2600382944647,0.006921619275843505,1.2599999999999998,0.6365759970341326
3.1560000000000006,0.0002127659574468085,0.47124940318264597,0.0002127659574468085,0.0006714893617021278,14833.200000000003,14997.649185122316,0.0006789338698561484,1.29,0.47124940318264597
3.288,0.0002127659574468085,0.5091600927016963,0.0002127659574468085,0.0006995744680851064,15453.599999999999,15637.789259355046,0.0007079125966208712,1.3200000000000003,0.5091600927016963
3.2460000000000004,0.0014893617021276594,0.6026242610449731,0.001270671834550987,0.0048344680851063835,2179.4571428571435,1902.9513882315846,0.004221123495850956,1.35,0.6026242610449731
3.513,0.0027659574468085106,0.5190077070718699,0.0013096585328098856,0.009716808510638298,1270.0846153846153,629.9689743780782,0.004819590614300372,1.3799999999999997,0.5190077070718699
3.9930000000000003,0.005106382978723404,0.6476951443387544,0.0025610595865628067,0.020389787234042552,781.9625000000001,412.1873587298755,0.010747846022109925,1.41,0.6476951443387544
3.564,0.002127659574468085,0.5183589489919123,0.0008391602529219313,0.0075829787234042555,1675.08,704.1499782290701,0.003187641368171436,1.4399999999999997,0.5183589489919123
3.3120000000000003,0.001276595744680851,0.5364363895188319,0.0006500107368731688,0.004228085106382979,2594.4000000000005,1386.2273554908343,0.002259130140229517,1.47,0.5364363895188319
3.8399999999999994,0.001276595744680851,0.5802757964968037,0.000851063829787234,0.004902127659574467,3007.9999999999995,2056.204491559901,0.0033509896648327947,1.4999999999999998,0.5802757964968037
3.0839999999999996,0.001276595744680851,0.5843765909069254,0.0006500107368731687,0.003937021276595744,2415.7999999999997,1312.4808634936496,0.0021389457259289903,1.53,0.5843765909069254
3.4199999999999995,0.001276595744680851,0.5141595083240218,0.0004704432326745248,0.00436595744680851,2678.9999999999995,1066.2429939850588,0.0017376526837239526,1.5599999999999998,0.5141595083240218
3.5610000000000004,0.0019148936170212765,0.5956013767613368,0.0011191300594368438,0.006818936170212766,1859.6333333333337,1130.4652984790762,0.0041452100125307905,1.59,0.5956013767613368
3.42,0.0023404255319148934,0.6019302285149002,0.0007404472701355,0.008004255319148935,1461.2727272727275,529.0309412702205,0.0028978154773063223,1.6199999999999999,0.6019302285149002
3.293999999999999,0.001276595744680851,0.5198038091434113,0.001061463088446508,0.004205106382978722,2580.2999999999993,2183.7630612723938,0.0035588714443551906,1.6500000000000001,0.5198038091434113
3.5399999999999996,0.0006382978723404255,0.5776504133124115,0.0004541222863427552,0.002259574468085106,5546.0,4048.199838916363,0.0016493344748867026,1.6799999999999995,0.5776504133124115
3.5789999999999997,0.000851063829787234,0.5294912652726199,0.000851063829787234,0.0030459574468085105,4205.325,4251.097712503207,0.00307911106383211,1.7100000000000002,0.5294912652726199
3.06,0.0002127659574468085,0.6147845150945166,0.0002127659574468085,0.000651063829787234,14382.0,14669.391957405733,0.0006640738776553071,1.7399999999999995,0.6147845150945166
3.6839999999999997,0.0017021276595744679,0.5815462148445297,0.0008858153189217587,0.006270638297872339,2164.35,1177.040818310372,0.0034101680566710636,1.7700000000000002,0.5815462148445297
3.498,0.001276595744680851,0.5923715050540496,0.000851063829787234,0.0044655319148936175,2740.1000000000004,1884.74753334351,0.003071566826634964,1.7999999999999996,0.5923715050540496
3.516,0.0027659574468085106,0.6151877762114588,0.0013096585328098856,0.009725106382978724,1271.1692307692308,641.6678429660897,0.004909093049401048,1.8300000000000003,0.6151877762114588
3.249,0.0006382978723404255,0.5238138982501322,0.0004541222863427552,0.0020738297872340424,5090.1,3713.212188029838,0.0015128524079795628,1.8599999999999997,0.5238138982501322
3.6270000000000002,0.0014893617021276596,0.5571256590752215,0.0014893617021276596,0.005401914893617022,2435.2714285714287,2463.833468315551,0.005465271161044003,1.8900000000000003,0.5571256590752215
3.426,0.0019148936170212767,0.5866992415198777,0.0015028099361997936,0.006560425531914894,1789.1333333333332,1437.1524022399767,0.005269775671409603,1.9199999999999997,0.5866992415198777
3.567,0.0006382978723404255,0.5444896693234867,0.0004541222863427552,0.0022768085106382977,5588.3,4066.3235653381907,0.0016567185191509151,1.9500000000000004,0.5444896693234867
3.375,0.000851063829787234,0.5930977996924284,0.0006500107368731687,0.002872340425531915,3965.625,3107.9352487071296,0.0022511074685067486,1.9799999999999998,0.5930977996924284
3.4020000000000006,0.00425531914893617,0.579779268342703,0.0025767237056148863,0.014476595744680854,799.4700000000001,502.91091530210406,0.009106580630187489,2.0100000000000002,0.579779268342703
3.6000000000000005,0.001702127659574468,0.6244997998398398,0.0014808945402710002,0.006127659574468086,2115.0000000000005,1876.3245321638794,0.005436159803462575,2.04,0.6244997998398398
3.3960000000000004,0.001276595744680851,0.6462940507230436,0.0006500107368731687,0.0043353191489361705,2660.2000000000003,1446.026826757963,0.0023565851409364717,2.0700000000000003,0.6462940507230436
3.63,0.003617021276595745,0.6278694131744275,0.0029761893983485514,0.013129787234042553,1003.5882352941176,843.8290177544071,0.011039682486691882,2.1,0.6278694131744275
3.2310000000000003,0.001276595744680851,0.5139270376230463,0.0005673758865248227,0.00412468085106383,2530.9500000000003,1194.735367374531,0.0019470562800128167,2.1300000000000003,0.5139270376230463
3.4619999999999997,0.004893617021276596,0.5955535240429696,0.0024372823088566783,0.016941702127659573,707.4521739130433,372.7742846788097,0.008927007541651896,2.16,0.5955535240429696
3.366,0.001276595744680851,0.5552981181311529,0.001061463088446508,0.004297021276595744,2636.7000000000003,2235.09750644873,0.0036425310200160384,2.1900000000000004,0.5552981181311529
3.663,0.0014893617021276594,0.6550030534279974,0.001270671834550987,0.005455531914893616,2459.442857142857,2143.9040026323764,0.004755604170619575,2.22,0.6550030534279974
3.207,0.0019148936170212765,0.5715671439122442,0.0010253072549504228,0.006141063829787233,1674.7666666666667,945.1060196554487,0.0034655313531956238,2.2500000000000004,0.5715671439122442
3.609,0.001276595744680851,0.6223511870318879,0.0009082445726855105,0.004607234042553191,2827.05,2069.566370174089,0.0033727654742538348,2.2799999999999994,0.6223511870318879
3.0180000000000002,0.003829787234042553,0.5396702697017874,0.0025134815810878507,0.011558297872340426,788.0333333333334,536.0379809721115,0.007862213935489549,2.31,0.5396702697017874
3.099,0.000425531914893617,0.5344165042361622,0.00028368794326241134,0.0013187234042553193,7282.650000000001,5014.900550609155,0.0009080852060858588,2.34,0.5344165042361622
3.5999999999999996,0.00276595744680851,0.5775984764522842,0.0019043576712195107,0.009957446808510635,1301.5384615384617,920.1172990385826,0.0070393763484617655,2.3700000000000006,0.5775984764522842
3.42,0.000425531914893617,0.5537508465004817,0.000425531914893617,0.00145531914893617,8037.0,8141.6698778567525,0.0014742724993855596,2.4000000000000004,0.5537508465004817
3.4499999999999993,0.0010638297872340426,0.5694383197502605,0.0004757591441488914,0.0036702127659574463,3242.999999999999,1545.9385291789579,0.0017495909112482545,2.43,0.5694383197502605
3.4979999999999998,0.0019148936170212765,0.5071922712344895,0.0011191300594368438,0.0066982978723404245,1826.7333333333333,1099.9715626369473,0.00403339504633738,2.46,0.5071922712344895
3.1229999999999998,0.000851063829787234,0.5588819195500959,0.0004704432326745248,0.002657872340425532,3669.5249999999996,2132.057412417346,0.0015442697419048228,2.4900000000000007,0.5588819195500959
3.6780000000000004,0.0010638297872340426,0.6225303205467184,0.0008540137999143471,0.003912765957446809,3457.32,2836.4622347706304,0.0032101202294823796,2.5199999999999996,0.6225303205467184
3.252,0.0010638297872340426,0.6480617254552223,0.0010638297872340424,0.0034595744680851062,3056.8799999999997,3116.987840335601,0.003527600543612043,2.5499999999999994,0.6480617254552223
2.967,0.002127659574468085,0.5965475672567947,0.0012686910510637103,0.006312765957446809,1394.49,877.5110452752148,0.003972435696130442,2.58,0.5965475672567947
3.4259999999999993,0.002340425531914894,0.6266386518560756,0.0018884435398148008,0.008018297872340424,1463.8363636363633,1211.1075675711575,0.006633952724133547,2.6100000000000008,0.6266386518560756
3.923999999999999,0.00425531914893617,0.624288394894539,0.0031875468162048553,0.016697872340425527,922.1399999999998,706.158350386087,0.012786932555655718,2.6400000000000006,0.624288394894539
3.1409999999999996,0.00425531914893617,0.5525404962534419,0.0031398501590324326,0.01336595744680851,738.1349999999999,559.9081564395179,0.010138671913798424,2.6699999999999995,0.5525404962534419
3.819,0.002127659574468085,0.5420341317666258,0.0012686910510637103,0.008125531914893618,1794.9299999999998,1100.190974522151,0.0049804933206072915,2.7,0.5420341317666258
3.2520000000000002,0.000425531914893617,0.5548909802835147,0.00028368794326241134,0.0013838297872340425,7642.200000000001,5259.029081494036,0.0009522913683103732,2.730000000000001,0.5548909802835147
3.66,0.0014893617021276594,0.5957348403442592,0.0006382978723404255,0.005451063829787234,2457.4285714285716,1126.5835807201295,0.0024989857607644337,2.7599999999999993,0.5957348403442592
3.4410000000000003,0.002127659574468085,0.5648371446709219,0.000897100045437838,0.007321276595744682,1617.2700000000002,731.7547416040431,0.0033126063449707703,2.7899999999999996,0.5648371446709219
3.414,0.002340425531914894,0.6126303942835354,0.0013988002073273774,0.007990212765957449,1458.709090909091,910.2736268046189,0.004986107236005382,2.82,0.6126303942835354
3.4800000000000004,0.003617021276595745,0.599849981245311,0.002032134578992114,0.012587234042553193,962.1176470588236,565.4105031169807,0.007397176794966384,2.850000000000001,0.599849981245311
3.285,0.0014893617021276596,0.5702850164610674,0.0008998991163439376,0.004892553191489363,2205.6428571428573,1386.6062493262295,0.003075767596966286,2.8799999999999994,0.5702850164610674
3.9480000000000004,0.002340425531914894,0.6664563001427775,0.001119130059436844,0.009240000000000002,1686.8727272727274,855.4066178493878,0.0046855681647703,2.9099999999999997,0.6664563001427775
3.0480000000000005,0.002127659574468085,0.5679647876409241,0.0010987186797751535,0.006485106382978724,1432.5600000000002,786.4602002390203,0.003560254414843913,2.94,0.5679647876409241
3.4469999999999996,0.001276595744680851,0.5061709197494458,0.001061463088446508,0.004400425531914893,2700.1499999999996,2279.862431095837,0.0037154842697804495,2.970000000000001,0.5061709197494458
3.4679999999999995,0.003404255319148936,0.5829614052405184,0.0022695035460992908,0.01180595744680851,1018.7249999999999,700.4066980378255,0.008116981199532972,2.9999999999999996,0.5829614052405184
3.342,0.0034042553191489357,0.5431427068460001,0.0015277063282651074,0.011377021276595744,981.7125000000002,468.5574243276679,0.005430090567129151,3.03,0.5431427068460001
3.5130000000000003,0.0002127659574468085,0.5437913202690899,0.0002127659574468085,0.0007474468085106383,16511.100000000002,16707.741769012355,0.0007563486540974356,3.06,0.5437913202690899
3.471,0.002127659574468085,0.6131402775874375,0.0009515182882977827,0.007385106382978724,1631.3700000000001,784.4227063771166,0.0035510308120285943,3.0900000000000003,0.6131402775874375
3.525,0.0034042553191489366,0.5875414878968123,0.0013897814143450655,0.012000000000000002,1035.4687499999998,456.6034068985974,0.005291556005705793,3.1199999999999997,0.5875414878968123
3.5370000000000004,0.000425531914893617,0.5527467774668613,0.00028368794326241134,0.0015051063829787236,8311.95,5691.510308564855,0.0010306039490384526,3.15,0.5527467774668613
3.57,0.0029787234042553193,0.573794388261161,0.0018817729306980992,0.010634042553191489,1198.5,781.2584288524898,0.006931944411728748,3.18,0.573794388261161
3.7170000000000005,0.00425531914893617,0.6583076788250308,0.002497420831440994,0.015817021276595747,873.4950000000001,535.4826611782122,0.00969638137036147,3.2100000000000004,0.6583076788250308
3.612,0.001276595744680851,0.6097081268935161,0.000723265179233019,0.004611063829787234,2829.4,1672.6548702771076,0.0027259201145303697,3.2399999999999998,0.6097081268935161
3.1889999999999996,0.00425531914893617,0.5906784235097807,0.002415515796585305,0.013570212765957445,749.4149999999998,447.47672341419053,0.008102792637649443,3.27,0.5906784235097807
