U_LED,I,err_u,err_I
1.39,5.681818181818182e-06,0.2789137091339491,5.681818181818182e-06
1.25,2.840909090909091e-05,0.29748949561287025,2.840909090909091e-05
1.095,2.840909090909091e-05,0.28404602242795596,2.840909090909091e-05
1.3162500000000001,5.1136363636363635e-05,0.30438425843941774,2.9051185337943635e-05
1.205,0.0,0.23474910619029596,0.0
1.22,9.659090909090909e-05,0.30718189120733386,8.435702889205312e-05
1.2974999999999999,1.1363636363636365e-05,0.27131788156541187,7.439246258045194e-06
1.2274999999999998,6.818181818181818e-05,0.2851237200134105,5.567022142689041e-05
1.41375,0.0,0.3031792109109255,0.0
1.28875,1.1363636363636365e-05,0.31499681120834944,1.1363636363636365e-05
1.12625,1.7045454545454546e-05,0.32525779610728994,1.1956915472935256e-05
1.3724999999999998,5.681818181818182e-06,0.3036959828512718,5.681818181818182e-06
1.2975,4.545454545454545e-05,0.34796731168315215,2.8490144114909486e-05
1.2875,1.1363636363636365e-05,0.29257935431507903,7.439246258045194e-06
1.475,0.00010795454545454547,0.25898841672939743,7.728108243599684e-05
1.22,5.681818181818182e-06,0.3080642326343183,5.681818181818182e-06
1.26375,3.9772727272727275e-05,0.31348808077136564,2.9051185337943635e-05
1.2125,6.25e-05,0.3348387138395354,6.25e-05
1.23375,1.1363636363636365e-05,0.23979855757340515,1.1363636363636365e-05
1.23,8.522727272727273e-05,0.3141485090117184,6.160815879592834e-05
1.34375,2.272727272727273e-05,0.3093538051902939,1.4878492516090388e-05
1.415,5.681818181818182e-06,0.2874332220583716,5.681818181818182e-06
1.3675000000000002,6.818181818181818e-05,0.31399926069066736,6.194410398811336e-05
1.16125,2.272727272727273e-05,0.27923004788678657,2.272727272727273e-05
1.40375,4.545454545454546e-05,0.3022117132787165,2.5770304977901856e-05
1.22,5.681818181818182e-05,0.33732138130529804,3.8175246806184566e-05
1.2512499999999998,2.8409090909090912e-05,0.3155122677035373,2.2625584196049274e-05
1.4525,3.9772727272727275e-05,0.32387580291569434,2.9051185337943635e-05
1.2475,6.818181818181818e-05,0.30212195976365,3.644471480623968e-05
1.39625,2.272727272727273e-05,0.2893770248309288,8.590101659300619e-06
1.2687499999999998,1.7045454545454546e-05,0.30138038079571705,1.1956915472935256e-05
1.29875,5.681818181818182e-06,0.33084544028464835,5.681818181818182e-06
1.1175000000000002,1.7045454545454546e-05,0.2745239385866793,1.1956915472935256e-05
