U_LED,I,err_u,err_I
1.0066666666666666,1.5151515151515153e-05,0.0033333333333333366,1.5151515151515153e-05
1.0366666666666666,1.5151515151515153e-05,0.0033333333333333366,1.5151515151515153e-05
1.0566666666666666,1.5151515151515153e-05,0.0033333333333333366,1.5151515151515153e-05
1.08,0.0,0.01000000000000001,0.0
1.1066666666666667,1.5151515151515153e-05,0.020275875100994024,1.5151515151515153e-05
1.15,3.0303030303030306e-05,0.005773502691896263,1.5151515151515153e-05
1.163333333333333,1.5151515151515153e-05,0.012018504251546644,1.5151515151515153e-05
1.2066666666666666,1.5151515151515153e-05,0.0033333333333333366,1.5151515151515153e-05
1.2366666666666668,0.0,0.03711842908553351,0.0
1.2666666666666666,0.0,0.0033333333333333366,0.0
1.28,1.5151515151515153e-05,0.015275252316519482,1.5151515151515153e-05
1.3333333333333335,3.0303030303030306e-05,0.0033333333333333366,1.5151515151515153e-05
1.356666666666667,0.0,0.008819171036881977,0.0
1.3533333333333333,0.00012121212121212122,0.02027587510099408,0.00012121212121212122
1.42,1.5151515151515153e-05,0.005773502691896263,1.5151515151515153e-05
1.4466666666666665,6.060606060606061e-05,0.008819171036881977,3.0303030303030306e-05
1.49,0.0,0.0,0.0
1.5133333333333332,1.5151515151515153e-05,0.0033333333333333366,1.5151515151515153e-05
1.5366666666666666,0.0,0.008819171036881977,0.0
1.5566666666666666,4.545454545454546e-05,0.008819171036881977,2.6243194054073902e-05
1.5933333333333337,1.5151515151515153e-05,0.008819171036881977,1.5151515151515153e-05
1.6233333333333333,3.0303030303030306e-05,0.012018504251546571,3.0303030303030306e-05
1.65,3.0303030303030306e-05,0.01000000000000001,1.5151515151515153e-05
1.67,9.090909090909092e-05,0.0,0.0
1.6833333333333336,0.0001666666666666667,0.006666666666666672,1.5151515151515155e-05
1.6966666666666665,0.00021212121212121213,0.008819171036881977,1.5151515151515146e-05
1.7033333333333336,0.00039393939393939396,0.031797973380564816,0.00012121212121212122
1.71,0.0004545454545454546,0.02000000000000002,9.090909090909092e-05
1.7566666666666666,0.0004090909090909091,0.0033333333333333366,0.0
1.7533333333333334,0.0005454545454545455,0.0033333333333333366,2.6243194054073906e-05
1.7766666666666664,0.0005757575757575757,0.012018504251546623,6.060606060606062e-05
1.7666666666666666,0.0007424242424242425,0.006666666666666672,3.030303030303035e-05
1.7666666666666666,0.0008484848484848484,0.0033333333333333366,1.5151515151515155e-05
1.7766666666666668,0.0009696969696969698,0.0033333333333333366,1.5151515151515155e-05
