U_LED,I
1.78,0.001
1.7899999999999998,0.001
1.78,0.001
1.77,0.001
1.7899999999999998,0.001
1.7799999999999998,0.0010454545454545456
1.8099999999999998,0.001
1.78,0.001090909090909091
1.79,0.0010454545454545456
1.78,0.001090909090909091
1.7799999999999998,0.0011363636363636363
1.7799999999999998,0.0011363636363636363
1.8,0.001090909090909091
1.79,0.0011363636363636363
1.79,0.0011363636363636363
1.7799999999999998,0.0011363636363636363
1.7999999999999998,0.0011363636363636363
1.7899999999999998,0.0011818181818181819
1.74,0.0011818181818181819
1.83,0.0009545454545454546
1.7699999999999998,0.0011818181818181819
1.7899999999999998,0.0011818181818181819
1.7999999999999998,0.0012272727272727275
1.7299999999999998,0.0015454545454545456
1.7899999999999998,0.0012727272727272728
1.7999999999999998,0.0012272727272727275
1.8099999999999998,0.0011818181818181819
1.7799999999999998,0.0013181818181818182
1.8,0.0012727272727272728
1.7999999999999998,0.0013181818181818182
1.7999999999999998,0.0013181818181818182
1.79,0.0013181818181818182
1.7999999999999998,0.0013181818181818182
1.8,0.0013636363636363635
1.87,0.0010454545454545456
1.79,0.001409090909090909
1.8,0.0013636363636363635
1.8,0.0013636363636363635
1.7999999999999998,0.001409090909090909
1.84,0.0011818181818181819
1.7899999999999998,0.0014545454545454547
1.8099999999999998,0.0014545454545454547
1.8,0.0014545454545454547
1.8,0.0014545454545454547
1.8,0.0014545454545454547
1.7999999999999998,0.0015
1.82,0.0013636363636363635
1.8099999999999998,0.0014545454545454547
1.81,0.0015
1.79,0.0015909090909090907
1.8,0.0015454545454545456
1.79,0.0015909090909090907
1.8099999999999998,0.0015454545454545456
1.7999999999999998,0.0015909090909090907
1.8499999999999999,0.0013636363636363635
1.81,0.0015909090909090907
1.8199999999999998,0.0015909090909090907
1.8000000000000003,0.0016363636363636363
1.81,0.0015909090909090907
1.81,0.0016363636363636363
1.81,0.0016363636363636363
1.79,0.0017272727272727272
1.7999999999999998,0.001681818181818182
1.79,0.0017272727272727272
1.81,0.001681818181818182
1.81,0.0017272727272727272
1.81,0.0017272727272727272
1.8000000000000003,0.0017272727272727272
1.79,0.0018181818181818182
1.81,0.0017727272727272728
1.8199999999999998,0.0017727272727272728
1.8199999999999998,0.0017727272727272728
1.7800000000000002,0.0019090909090909091
1.84,0.0014545454545454547
1.8000000000000003,0.0018181818181818182
1.8,0.0018636363636363635
1.8,0.0018636363636363635
1.81,0.0018181818181818182
1.8000000000000003,0.0019090909090909091
1.79,0.002
1.81,0.0019090909090909091
1.82,0.0018636363636363635
1.7800000000000002,0.002090909090909091
1.8200000000000003,0.0019090909090909091
1.82,0.0019545454545454545
1.8100000000000003,0.0019545454545454545
1.8100000000000003,0.0019545454545454545
1.8100000000000003,0.0019545454545454545
1.7800000000000002,0.002090909090909091
1.81,0.002
