U_LED,I
3.7199999999999998,0.001
3.7649999999999997,0.0010227272727272728
3.78,0.001
3.77,0.0010454545454545456
3.7849999999999997,0.0010227272727272728
3.7699999999999996,0.0011818181818181819
3.81,0.0010454545454545456
3.8,0.0010454545454545456
3.795,0.0010681818181818184
3.8249999999999993,0.0010681818181818184
3.7949999999999995,0.0011136363636363635
3.8149999999999995,0.0011136363636363635
3.76,0.0011363636363636363
3.84,0.0011818181818181819
3.77,0.0011363636363636363
3.83,0.0011363636363636363
3.75,0.0011818181818181819
3.825,0.0012045454545454547
3.83,0.0011818181818181819
3.8299999999999996,0.0012272727272727275
3.84,0.0011818181818181819
3.835,0.0012045454545454547
3.8549999999999995,0.0012500000000000002
3.83,0.0012727272727272728
3.85,0.0012272727272727275
3.8649999999999998,0.0012954545454545454
3.8649999999999993,0.0012500000000000002
3.885,0.0012500000000000002
3.8899999999999997,0.0012727272727272728
3.875,0.0012954545454545454
3.8649999999999998,0.0012954545454545454
3.875,0.001340909090909091
3.87,0.0013636363636363635
3.8899999999999997,0.0013181818181818182
3.9000000000000004,0.0013636363636363635
3.885,0.0013863636363636363
3.9,0.001409090909090909
3.9,0.001409090909090909
3.92,0.001409090909090909
3.835,0.0013863636363636363
3.9050000000000002,0.0014772727272727272
3.9,0.0014545454545454547
3.9350000000000005,0.0013863636363636363
3.8899999999999997,0.0015
3.92,0.0015
3.92,0.0015
3.8449999999999998,0.0015227272727272728
3.93,0.0015454545454545456
3.9400000000000004,0.0015454545454545456
3.97,0.0015454545454545456
3.9300000000000006,0.001590909090909091
3.955,0.0015681818181818182
3.95,0.0015454545454545456
3.97,0.0015909090909090907
3.9299999999999997,0.001681818181818182
3.955,0.0016136363636363635
3.975,0.0016136363636363635
3.955,0.0016136363636363635
3.97,0.0016363636363636363
3.97,0.0016363636363636363
3.9699999999999998,0.0016363636363636363
4.02,0.0014545454545454545
3.9850000000000003,0.001659090909090909
3.9850000000000003,0.001659090909090909
3.9850000000000003,0.0017045454545454547
3.99,0.0017272727272727272
4.0,0.0017272727272727272
4.005,0.0017045454545454547
4.005000000000001,0.00175
4.010000000000001,0.0017727272727272728
4.015000000000001,0.0017954545454545454
4.0200000000000005,0.0017727272727272728
4.0,0.0018181818181818182
4.02,0.0018181818181818182
3.96,0.0018636363636363635
4.015,0.001840909090909091
4.045,0.001840909090909091
3.98,0.0018636363636363635
4.015000000000001,0.0018863636363636363
4.03,0.0018636363636363635
4.095000000000001,0.0015681818181818184
4.05,0.0018636363636363638
4.050000000000001,0.0019090909090909091
4.045,0.0019318181818181817
4.0649999999999995,0.0019772727272727273
4.06,0.002
4.0600000000000005,0.0019545454545454545
4.005,0.0019772727272727273
3.9699999999999998,0.0019545454545454545
4.1,0.0018181818181818182
4.08,0.002
4.2299999999999995,0.0018181818181818182
4.015000000000001,0.0022045454545454547
4.069999999999999,0.0020454545454545456
4.085,0.002068181818181818
4.1,0.002
4.145,0.001840909090909091
4.105,0.0021136363636363635
4.1,0.0021363636363636363
4.1,0.002090909090909091
3.9850000000000003,0.002159090909090909
4.12,0.0021363636363636363
4.115,0.0021136363636363635
4.1,0.002181818181818182
4.119999999999999,0.0021818181818181815
4.119999999999999,0.0021818181818181815
4.119999999999999,0.002181818181818182
4.1,0.0022727272727272726
4.115,0.00225
4.14,0.002227272727272727
4.105,0.0022045454545454547
4.135,0.0022954545454545454
4.145,0.0022954545454545454
4.17,0.0022727272727272726
4.165,0.0022954545454545454
4.17,0.0022727272727272726
4.040000000000001,0.002318181818181818
4.17,0.002318181818181818
4.195,0.0022045454545454547
4.145,0.0024772727272727273
4.155,0.002340909090909091
4.154999999999999,0.0023863636363636366
4.23,0.0021363636363636363
4.1850000000000005,0.002340909090909091
4.125,0.002613636363636364
4.22,0.0022272727272727275
4.18,0.002454545454545455
4.18,0.002454545454545455
4.08,0.002454545454545455
4.1,0.0025
4.2,0.002454545454545455
4.19,0.0025
4.205,0.002522727272727273
4.1899999999999995,0.0025000000000000005
4.2250000000000005,0.002522727272727273
4.125,0.002522727272727273
4.215,0.0025681818181818184
4.205,0.0025681818181818184
4.23,0.0025454545454545456
4.23,0.0025909090909090908
4.13,0.0026363636363636363
4.244999999999999,0.0026136363636363636
4.244999999999999,0.0025681818181818184
4.25,0.0025454545454545456
4.119999999999999,0.0026363636363636363
4.235,0.0026590909090909087
4.155,0.0026590909090909087
4.225,0.0026590909090909087
4.265000000000001,0.0026590909090909087
4.255000000000001,0.0027045454545454543
4.2700000000000005,0.002727272727272727
4.28,0.002727272727272727
4.2700000000000005,0.002681818181818182
4.285,0.0027045454545454543
4.32,0.0027727272727272726
4.18,0.002727272727272727
4.28,0.002818181818181818
4.285,0.0027954545454545454
4.27,0.002818181818181818
4.295,0.0027954545454545454
4.285,0.0027954545454545454
4.26,0.003
4.29,0.002818181818181818
4.205,0.00275
4.2250000000000005,0.0028863636363636366
4.305000000000001,0.0028863636363636366
4.3100000000000005,0.0029545454545454545
4.31,0.0029545454545454545
4.3149999999999995,0.002931818181818182
4.324999999999999,0.0029772727272727273
4.215,0.0029772727272727273
4.325,0.002931818181818182
4.27,0.003
4.33,0.003
4.34,0.003
4.33,0.003
4.3549999999999995,0.0029772727272727273
4.355,0.002931818181818182
4.375,0.002931818181818182
4.335,0.003022727272727273
4.355,0.0030681818181818184
4.35,0.003090909090909091
4.285,0.0028863636363636366
4.37,0.0031818181818181815
4.375,0.0031590909090909087
4.35,0.0031818181818181815
4.369999999999999,0.003136363636363636
4.359999999999999,0.0031818181818181815
4.375,0.0031590909090909087
4.39,0.0031818181818181815
4.385,0.0031590909090909087
4.414999999999999,0.0032045454545454543
4.38,0.0032727272727272726
4.355,0.00325
4.385,0.00325
4.290000000000001,0.0032727272727272726
4.295,0.0032954545454545454
4.4,0.0032727272727272726
4.385,0.003340909090909091
4.5,0.0029090909090909093
4.41,0.003318181818181818
4.41,0.003318181818181818
4.37,0.003318181818181818
4.445,0.003386363636363636
4.445,0.0032500000000000003
4.43,0.003363636363636364
4.42,0.003363636363636364
4.390000000000001,0.0035
4.445,0.003386363636363636
4.414999999999999,0.0034772727272727273
4.37,0.0034545454545454545
4.43,0.0034545454545454545
4.405,0.0036590909090909087
4.470000000000001,0.0034545454545454545
4.465,0.0034318181818181817
4.465,0.0034772727272727273
4.444999999999999,0.003522727272727273
4.459999999999999,0.0035454545454545456
4.475,0.003522727272727273
4.4750000000000005,0.0034772727272727273
4.484999999999999,0.0034772727272727273
4.529999999999999,0.0035454545454545456
4.484999999999999,0.0035681818181818184
4.475,0.003613636363636364
4.49,0.0035909090909090912
4.4399999999999995,0.0036363636363636364
4.404999999999999,0.003613636363636364
4.51,0.0036363636363636364
4.49,0.003681818181818182
4.49,0.003681818181818182
4.505000000000001,0.003659090909090909
4.529999999999999,0.003590909090909091
4.3999999999999995,0.003909090909090909
4.555,0.0034772727272727273
4.529999999999999,0.003727272727272727
4.515,0.00375
4.550000000000001,0.0037272727272727275
4.54,0.0036363636363636364
4.54,0.0037727272727272726
4.525,0.0037954545454545454
4.54,0.003818181818181818
4.48,0.0038636363636363634
4.545,0.003840909090909091
4.535,0.003840909090909091
4.540000000000001,0.0038636363636363634
4.535,0.003886363636363636
4.5600000000000005,0.0038636363636363634
4.584999999999999,0.0037954545454545454
4.55,0.003909090909090909
4.56,0.003909090909090909
4.529999999999999,0.003909090909090909
4.58,0.0038636363636363634
4.515000000000001,0.003931818181818182
4.550000000000001,0.0038636363636363634
4.585,0.003931818181818182
4.595000000000001,0.003931818181818182
4.59,0.004
4.53,0.004181818181818182
4.57,0.004
4.6000000000000005,0.004
4.590000000000001,0.004045454545454546
4.605,0.004068181818181818
4.6000000000000005,0.004045454545454546
4.535,0.004159090909090909
4.595,0.0041136363636363645
4.6049999999999995,0.0041136363636363645
4.614999999999999,0.0041136363636363645
4.67,0.004
4.625,0.004159090909090909
4.615,0.004159090909090909
4.640000000000001,0.004181818181818182
4.640000000000001,0.004227272727272727
4.62,0.004181818181818182
4.63,0.004181818181818182
4.640000000000001,0.004227272727272727
4.63,0.004227272727272727
4.625,0.004204545454545455
4.675,0.004113636363636364
4.65,0.004272727272727273
4.61,0.004227272727272727
4.645,0.004295454545454545
4.664999999999999,0.004295454545454545
4.68,0.004272727272727273
4.6499999999999995,0.004318181818181818
4.675,0.0043409090909090915
4.68,0.004318181818181818
4.66,0.004363636363636364
4.675,0.0043409090909090915
4.665,0.004386363636363636
4.725,0.004204545454545455
4.6899999999999995,0.004363636363636364
4.695,0.004386363636363636
4.66,0.004545454545454545
4.7,0.004409090909090909
4.6899999999999995,0.004454545454545454
4.699999999999999,0.004454545454545454
4.715,0.004386363636363636
4.674999999999999,0.004477272727272727
4.71,0.0045
4.71,0.0045
4.72,0.004409090909090909
4.675,0.004522727272727272
4.715,0.004522727272727272
4.695,0.004522727272727272
4.710000000000001,0.004590909090909091
4.720000000000001,0.004590909090909091
4.710000000000001,0.004590909090909091
4.720000000000001,0.004636363636363636
4.7,0.004636363636363636
4.705,0.004613636363636363
4.735,0.004613636363636363
4.745,0.004613636363636363
4.76,0.004545454545454545
4.83,0.004681818181818182
4.745,0.004704545454545454
4.755,0.004704545454545454
4.77,0.0047272727272727275
4.765,0.00465909090909091
4.75,0.0047272727272727275
4.755,0.004750000000000001
4.745,0.004750000000000001
4.695,0.004977272727272728
4.765000000000001,0.004750000000000001
4.785,0.004750000000000001
4.74,0.004772727272727273
4.805,0.004750000000000001
4.765000000000001,0.004750000000000001
4.765000000000001,0.004750000000000001
4.765,0.004704545454545454
